"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Turkiye","TUR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","10000000","27000000","34000000","75000000","18000000","95000000","55000000","46000000","113000000","99000000","125000000","115000000","354000000","663000000","715000000","810000000","844000000","678000000","608000000","885000000","722000000","805000000","940000000","783000000","982000000","3352000000","1082000000","1702000000","2785000000","10031000000","20185000000","22047000000","19851000000","8585000000","9099000000","16182000000","13744000000","13563000000","13337000000","19263000000","13835000000","11190000000","12450000000","9507000000","7675000000","12895000000","13666000000","10951000000",
"Tuvalu","TUV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9309.81914383283","-9779.61900234303","-10973.3734638277","-11696.8345342259","-11417.1946991412","-10582.6523719546","-11053.9506207364","1687799.95633287","1751074.67213385","455233.534004271","-119087.670246489","1325042.53066614","0","0","0","0","0","0","0","0","0","0","",
"Tanzania","TZA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3069999.9","5150000","7690000","6030000","-2060000","-870000","6559999.9","2939999.9","6120000","8019999.9","4580000","18920000","17309999.9","1520000","-8419999.9","14510000","-7490000","-470000","3759999.9","5839999.9","","","12169639.3307","20457763.5354","50000895.2558","119936653.7517","150066381.9809","157885063.8557","172306244.8984","516700641.7478","463400858.7823","549270351.46","395567134","318401298.68","442539548.35","935520591.71","403038991.36","581511806.98","1383260000","952630000","1813200000","1229361018.44368","1799646137.43448","2087261309.71598","1416088064.811","1506024896.011","864040000","937700000","971576866.042756","1217235252.41974","943765261.692","1190507398.784","1437575169.471","1627034507.04954",
"Uganda","UGA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4200000","-1200000","-11900000","5200000","1700000","2100000","2049999.9","800000","1970000","2000000","4000000","0","2020000","0","0","-4000000","0","0","4700000","-1760000","","1000000","3000000","54600000","88200000","121200000","121000000","175000000","210000000","140200000","160700000","151496150.651927","184648059.1975","202192593.6185","295416479.800692","379808340.667061","644262499.946512","792305780.891244","728860900.652408","841570802.74764","543872727.272728","894293858","1205388487.79374","1096000000","1058564540.34685","737652140.151428","625704361.867068","802704141.008568","1055353352.63033","1303005005.33932","1191485423.71975","1648240262.65061","2952941687.83428","2991183813.32196",
"Ukraine","UKR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159000000","267000000","521000000","623000000","743000000","496000000","595000000","792000000","693000000","1424000000","1715000000","7808000000","5604000000","10193000000","10700000000","4769000000","6451000000","7207000000","8175000000","4509000000","847000000","-198000000","4128000000","3680000000","4975000000","5796000000","304000000","7954000000","221000000","4805000000",
"Upper middle income","UMC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2317716759.95986","2288114456.65561","1945060901.8811","3493725450.1134","4621525306.46234","4513378397.09433","4427590377.77566","3507288309.59249","4720488294.32829","4653801419.08791","6195098120.94393","8873670056.52428","7873062116.06477","7376514837.30163","7420481715.06652","8324875082.29279","7163850129.10518","7814588707.50241","14184467968.3453","14464935584.9512","17217979623.4424","22812163748.2732","34139614495.7331","48248275680.9492","66681355425.134","75604285331.0567","94855746216.0238","119213502998.917","119498650416.704","129397334446.36","117709407511.041","127952720630.897","115577986224.252","114587567752.396","157289847658.149","227051062282.52","258175316085.22","366082062491.047","402765333991.012","274839145074.989","476695613532.837","558295157337.996","518088387417.524","563384738544.188","496089760260.722","457643437800.365","386118632881.144","382619924959.716","467039501347.846","400166628248.66","389931698504.684","598293938139.401","452580292910.429","272953053849.579",
"Uruguay","URY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2129999.9","-830000","-1139999.9","1389999.9","-80000","22640000","3149999.9","66000000","128800000","215500000","289500000","48600000","-13699999.9","5599999.9","3399999.9","-7900000","37000000","50100000","46800000","37700000","10","10","10","101500000","154500000","156600000","136800000","113200000","164100000","235300000","262825000","310402928.186631","179852187.798716","402717369.251732","352712784.345572","826626704.297552","1508350268.54176","1358736505.93224","2141969341.14865","1602591812.77207","2191067966.51532","2690094196.66276","6394069821.71275","986930050.603523","4085227626.74537","2673041339.41286","-515650078.425119","2686509353.42749","1726550037.27185","1466600721.56302","973445343.93392","5165277108.36512","8677430231.24628","-5476436111.92124",
"United States","USA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1220000000","770000000","1270000000","1930000000","3540000000","2310000000","2910000000","2920000000","5500000000","8050000000","16740000000","25680000000","21230000000","11500000000","25230000000","9630000000","30946000000","63235000000","56910000000","75780000000","71230000000","34550000000","30310000000","50230000000","55940000000","69080000000","97660000000","122150000000","211150000000","312449000000","349125000000","172496000000","111055000000","117106000000","213641000000","142344000000","298463000000","346613000000","341092000000","161083000000","264039000000","263497000000","250345000000","288131000000","251856000000","511434000000","474388000000","380823000000","214715000000","315984000000","137066000000","475805000000","408982000000","348784000000",
"Uzbekistan","UZB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213491019.6","207156423.36","667503821.44","547961216.4","613093923","1662748216.26525","1615052149.82","744244552.244516","691576225.994763","808675996.570486","1041199291.09393","1662886452.22485","1798299474.68216","624686535.504395","2316482962.28621","1728247827.582","2280290469.82798","2657306384.3246","2156721391.75428",
"St. Vincent and the Grenadines","VCT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","-500000","600000","1100000","500000","1500000","2100000","1400000","1800000","7370370.37037037","4962962.96296296","9111111.11111111","10592592.5925926","7666666.66666667","8896296.2962963","13900000","31400000","46914814.8148148","30640740.7407407","42644444.4444444","92470370.3703704","88951851.8518519","56796296.2962963","54312300.7349926","17842528.7730404","26280196.6102451","34879095.4175604","83145514.8378896","39910587.040533","119972299.600059","84073030.5438959","157163408.172397","109298134.973141","95883709.7891707","84639172.9036292","132856056.920651","153550360.571619","124422677.780363","123879207.964815","70524768.2973118","165393134.603197","40008167.534307","68838376.1962963","65244280.380627","162855590.808204","70470577.037037","81428525.1851852",
"Venezuela, RB","VEN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-23000000","211000000","-376000000","-84000000","-430000000","418000000","-889000000","-3000000","67000000","88000000","55000000","184000000","257000000","86000000","18000000","68000000","16000000","21000000","89000000","213000000","451000000","1916000000","629000000","372000000","801000000","996000000","2183000000","6202000000","5024000000","2932000000","4703000000","3704000000","761000000","1573000000","1489000000","2450000000","198000000","4358000000","2083000000","-1137000000","1583000000","5855000000","4986000000","2145000000","1135000000","2956000000","1587000000","2328000000","2051000000","-159000000","1488000000","2319000000","2089000000","1434250000",
"British Virgin Islands","VGB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","-7730000","","800000","590000","130000","860000","-1139999.9","","2529999.9","17539999.9","1240000","16430000","-3580000","-270000","1480000","70959999.9","-2519591860","1524326220","42353890","4906321170","1828774510","3297641720","2559623110","4173020980","2884158930","10581983240","36367397000","30073089000","14166008000","14942339000","10900980000","18345040000","29888772000","49765591000","46385606000","37173201000","49310830520","53802122790","53935971840","69362540610","77965868440","60908443660","30167796260","50904064250","41586972790","44153535470","42280161620","43216848540","42809379600","44158493710",
"Virgin Islands (U.S.)","VIR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","70000","1820000","-890000","1030000","1250000","4089999.9","-340000","-10000","463333.3","-60000","1666666.6","17910000","13050000","131111.1","690000","-80000","40000","10363703.7","7679999.9","4070000","","","","","","","2395000000","2220000000","1671000000","1412000000","1298000000","1300000000","1400000000","1450000000","1610000000","1954000000","2400000000","6700000000","9579000000","7600000000","8000000000","7430000000","8368000000","8900000000","9200000000","11800000000","12600000000","14100000000","15500000000","16120000000","15800000000","15660000000","17900000000","18500000000",
"Vanuatu","VUT","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","10000","40000","2799999.9","1790000","3250000","10100000","2350000","4919999.9","4889999.9","4635500","7121000","6932931.42430729","5867099.90253371","7437905.97206159","4625776.26727185","2017424.64118443","12893061.8352693","10813576.8563531","9168584.20456194","13111196.8709722","25474518.484233","26452893.6172552","25967921.3059155","29786175.5550177","31044914.6654407","32732115.6063049","30233300.3604651","20383379.4203026","13403366.6167586","20256089.6407318","18004322.0771219","14162544.8083713","18010732.3935714","19840843.5043493","13251642.4085469","43447011.6286544","34155234.6761075","37694497.4912752","32140846.4295061","63109398.8219535","61117730.8986634","60388540.2101009","59379212.8028741","13266163.5152466","31021245.7737035","44178569.3949991","38222690.1627779","37583468.4179765","52849932.2026135","41158955.8450913","43055519.3446168","10694983.2150241","4399200",
"World","WLD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","12357585832.7417","14020855075.9801","14768702552.9296","20097490761.3848","24129828712.2757","25843473882.7584","20577011011.3995","27094427076.5445","33742874310.5538","41951228839.7561","53413886835.9719","69598655387.6682","64847077910.4561","53073373424.5641","59791128735.9937","44960850724.5309","81768788974.0896","139519097546.103","165895489459.047","200156890860.696","287894358096.594","205067069610.89","202256884401.173","249197210085.695","299789497984.912","403985709642.745","419350600605.981","537256077999.886","783977851353.628","1194459630371.08","1570510795698.85","923645279446.806","741211748791.136","718828484227.189","1015440688666.57","1568853304847.58","2156269720714.11","3204131164520.12","2441799286872.32","1468117458110.63","1823629553279.91","2387696643452.88","2046033340430.66","2128311174552.04","1999862338734.78","2778552528912.44","2720200260273.29","2280881671050.75","1140981000124.14","1884950884127.19","1384472883793.43","2409326625317.4","1876747586470.57","867176687490.27",
