"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Dominican Republic","DOM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","71600000","65000000","43500000","34500000","53600000","63900000","60000000","71500000","63600000","17100000","92700000","79700000","-1400000","48200000","68500000","36200000","50000000","89000000","106100000","110000000","132800000","145000000","179700000","190700000","208100000","417400000","134200000","408700000","668900000","1344900000","989000000","1087900000","926000000","616530000","934480000","1118400000","1528700000","2252900000","2728400000","1695300000","1820200000","2197500000","3415900000","1599900000","2385300000","2227300000","2516100000","3597900000","2744500000","2829200000","2460600000","3349700000","4050000000","4750500000",
"Algeria","DZA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","80120000","600000","41490000","51000000","358000000","119000000","187000000","178452646.789187","135152172.302668","25692486.0358378","348669038.123928","13207259.3615813","-53569192.6448124","417641.162800209","802668.874073183","397788.2970683","5316528.3778563","3711537.89978504","13018265.0203164","12091646.7968636","334914.564224985","11638686.4524336","1000","1000","1000","1000","1000","1000","1000000","7600000","13700000","9300000","98570000","28320630","245449810","1155999999.99995","1841000000.00008","1686736539.70385","2638607033.75183","2746930734.16534","2300369124.15828","2571237024.68517","1500402452.8635","1691886707.50796","1502206170.55838","-537792920.921856","1638263953.77737","1230243450.87889","1466116068.03411","1381200049.59264","1143918159.62919","869194073.014935","240013321.325058","1215776626.75897",
"East Asia & Pacific (excluding high income)","EAP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","417482884.6","514955384.5","533905576.7","1023388711.3","1164907900.8954","1873082205.89357","1404340314.5379","1001681449.00282","1135772959.89307","924555968.888299","1376936767.17258","2273131439.4936","2402953612.33293","2818960513.35525","2837398519.27008","2948205676.24678","3115986509.39046","3923247338.26571","6738630060.2031","8352613404.98347","10202126608.7454","12770416442.517","20858149579.0666","37870811851.4859","43519568694.0693","48917305664.5573","58556389852.4479","63328489537.8362","59493584252.9711","53029860999.0539","48074517014.9582","52317750557.0939","63353763446.8554","68399890763.6821","83212407552.9919","129272717648.685","152747752249.905","193531537703.723","211610910942.514","155963341319.019","298436521980.782","337099826364.326","304476165746.708","361636665662.234","329529755513.562","305948134262.484","220117428865.987","239680259407.838","311000088267.277","260742108107.687","300672889005.435","435333090317.747","276955128308.242","115009255803.175",
"Early-demographic dividend","EAR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1914402865.3601","1808573666.57858","1117654873.42303","1654247187.43176","-1153401256.29728","5340130963.96782","1366345486.15829","2294355142.98216","3339114289.56054","1990379982.77411","397730710.966846","12754228752.7815","14991603285.1211","8922933500.61839","8873070126.29255","5701590832.24196","6451387070.12535","3547341589.67384","8503024878.31051","8275108509.53512","11768986412.4128","15351241696.8114","16502080491.9775","16723388567.9207","29347338057.6813","33393471618.972","40675180344.5028","57264478465.7326","49677979231.1305","60705000888.2876","50731887797.8154","57736235597.259","42183660351.5853","38584824958.7505","59038428214.2549","100049995658.325","139015744726.538","173525113351.982","198290591976.93","126808001121.157","155453445816.464","173989592809.182","172545893323.274","206463885525.031","175154865688.14","208326034202.125","207096729697.329","207165704211.13","227397455348.153","206876052224.621","189046958721.564","267184558687.009","273593071181.176","213324603997.072",
"East Asia & Pacific","EAS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1906973498.1","2243066837","2650359015.62394","2014579663.02403","3526963191.11046","3396343571.5537","3451126412.42471","3025173435.46482","4079689976.40552","4786996829.79147","5994729553.82953","9003513278.89856","8478001553.60996","9088217943.42728","6385573830.65392","7361236504.01868","13718329642.5426","21167805534.1094","25777793319.3404","23722887550.9045","86108230173.673","59712770319.0649","56922265541.8132","81550072700.5646","101871579234.712","129014070193.41","106431392888.868","120990484589.548","99727831715.1642","130449755489.232","176374837125.563","128599571549.312","116375784880.833","131907701848.03","203910343889.405","193451390931.766","288224341851.282","399384220117.053","392075597528.41","290800960690.109","505956832945.974","574690169093.881","525689540844.132","601045475686.846","641125575169.853","629577165100.015","537367156019.713","568715036331.014","611208890290.017","534956551861.448","598263548536.577","820233548855.132","718244655891.124","497872982721.366",
"Europe & Central Asia (excluding high income)","ECA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","10000000","27000000","34000000","75000000","18000000","95000000","55000000","46000000","113000000","99000000","125000000","115000000","354000000","663000000","715000000","810000000","864000000","764400000","888286000","2719270000","3301635000","4736078000","5005883345.36043","4416240127.18075","4063675962.56017","8959754844.57847","7548033449.99512","11075934383.4133","17929942765.464","27579976010.3313","42836330673.7107","64137840295.2992","66662497147.7049","41668868634.11","36505992861.6411","58330454370.8186","49121364516.6667","41017249156.2641","36304311920.0678","41182942958.3385","50270829944.0154","33635789430.2691","30809071171.8656","33933547645.3079","25249049905.88","38030256700.3298","32227157283.6796","38384238788.1395",
"Europe & Central Asia","ECS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4502468280.4805","6020436971.20325","6617541587.46046","9854035953.88058","12799281521.0898","10273246606.2697","8273499392.19448","12618809029.8232","13854628515.4945","17607056302.7762","21045826581.7785","16467838715.0226","14710452955.5897","15791206135.2744","9970429000.39979","16902908858.3913","26305041186.6072","39533396089.1647","63558552468.9761","80164206908.5771","111619071031.223","87876987837.2076","88607312629.722","87070880325.4598","91288243926.8838","150140447049.014","146389027262.789","183874865208.871","353597093837.183","600743288496.048","829018992106.08","460431336582.194","408167730431.918","369145697900.497","476497756619.753","1024335668092.16","1262821869094.16","1986326361258.85","1253533044535.59","744806910390.109","667977057892.654","1093532886597.84","810693137616.913","763748837349.463","639307374260.179","1135562179612.55","1326282993888.55","930204065906.863","-155078105804.008","613275954403.697","293611365557.782","578356911265.648","246223970388.106","-430335014253.304",
"Ecuador","ECU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","88599999.9","162099999.9","80799999.9","52299999.9","76799999.9","95299999.9","-19900000","34500000","48600000","63400000","70000000","60000000","40000000","50000000","50000000","62000000","81000000","123000000","155000000","160000000","126000000","160000000","178000000","473720000","576330000","452480000","499680000","723950000","869980000","648410000","-23439367.9139981","538568575.17","783261009.55","871513414.02362","836939593.895644","493413835.545644","271428852.53","193872526.93","1057404020.15482","308629890.109","165893320.363638","646084358.687904","567417300.85638","727081206.263418","772389946.091118","1322701337.30748","764176868.122241","630838412.259198","1389282763.14022","979383496.243027","1106253900.76402","648567150.926887","880294803.529517","383006348.523188",
"Egypt, Arab Rep.","EGY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","680000","2310000","30000","700000","130000","8000000","61000000","104777603.416204","318166137.202863","1216285716.02327","548285715.06898","752571429.646531","293571428.990816","490000000.7","729142857.576871","1177571428.57143","1217428571.42857","947714285.714286","1190000000","1250181818.18182","734000000","253000000","459000000","493000000","1256000000","598000000","636000000","890550000","1076000000","1065300000","1235000000","509900000","646900000","237400000","1253300000","5375600000","10042800000","11578100000","9494600000","6711600000","6385600000","-482700000","2797700000","4192200000","4612200000","6925200000","8106800000","7408700000","8141300000","9010100000","5851800000","5122300000","11399900000","9840600000",
"Euro area","EMU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2687319465.50087","3892857216.47694","5017927465.82469","6553991931.70185","7696387690.77087","6247329414.46466","5074944909.35443","7248983511.66335","9372703584.40218","10307935884.5312","10484468783.1625","9512933191.28372","8274369139.59258","9337466556.88046","9314912357.59604","9960639373.00162","13220773734.9684","23114251787.5093","33951312059.3853","45551979409.19","59803134145.9359","51693722180.5403","59494143168.8281","52685579972.4347","48260581357.1669","79457766757.1464","83755749743.144","84901597645.7711","173267370365.021","344693183610.023","529528028344.411","325591751358.155","247569475669.038","250817032970.613","306556698095.424","638357917780.316","799073324658.191","1387077293075.82","666760502365.475","529583070567.68","459385787444.545","843715233501.034","548729740154.388","611235681573.955","440538846070.609","808050935423.081","584320674968.27","556674405617.834","176533562244.697","385713267993.815","156935798332.457","513132491548.267","84247518551.7189","-313511330939.989",
"Eritrea","ERI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36669547.2231249","40797036.645433","45493.2775877118","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","222000000","202000000","268000000","390000000","358000000","682635310.557578","477622019.881708","607674770.017613","1178156262.29804","1396810448.79965","1492697189.6098","1706766879.37235","1782685065.75119","1622388936.13354","1771829759.76171","1967804468.48446","3450598177.34751","4570700793.28043","7020568173.67176","8428379548.62269","13983611812.0265","12492782828.6164","13275723087.2105","10808165172.6317","8772628136.87355","8281607344.6532","9801379213.11597","9433660064.59714","15714658309.111","19628574139.8537","40509751188.4293","28909416991.4693","39359708554.1526","30744905690.6608","25268192650.5771","27007774843.3639","32927841460.4151","68229666915.1456","74088629877.4064","9549813317.16403","36609340306.4933","26832032514.6508","20848479095.5802","47143326585.2816","31972292815.4556","23777330434.0906","44962670965.5697","33577736758.6065","63958429156.7585","30322872791.4496","37683095972.4206","64626902393.5776","65488854829.248","42953066297.9842",
"Estonia","EST","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82271988.6444622","168371544.554155","218447607.214571","206807479.410852","165850731.382423","274049611.936437","595587942.514285","325892789.377935","416214286.787887","592889580.182473","338234260.376913","1038244664.19461","1086893435.16594","3057558404.59854","1758167635.56107","3033145919.8766","1977264596.96392","1866296946.5753","2592255114.54213","1119148299.05953","1787341526.52249","1097942106.98721","1781648554.48117","-715465129.889722","925762256.709316","1735775304.25103","1273932848.01576","3113489502.24595","3823194189.12658","7554905496.43776","1877817161.42292","5350805151.56147",
"Ethiopia","ETH","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","5845410.63084319","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","265111675.482385","545257102.178304","222000572.994807","108537543.965443","221459581.361984","288271568.250744","628624805.998665","278562822.162861","1343876023.73137","1855052153.64107","2626517918.313","4142937496.46329","4017159564.65434","3360419368.65295","2548743427.35754","2395799880.65984","4259445795.28263","3669991332.17486","3262966283.51939",
"European Union","EUU","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2899569468.79636","4101957483.49027","5247233595.42948","6849955524.37092","8012974185.66077","6594486584.5167","4895513546.8622","7411236947.02411","9556880496.67247","10674298739.7985","10849499996.7238","9811504829.69492","8777233645.86529","9639295532.57701","9617570868.50591","10479696702.4972","14482696247.5257","23850125597.7168","36143075340.1259","48464549239.6589","63028705223.5225","61446161942.1518","62781775222.0953","62956261047.992","63879256306.88","110076681618.388","99617293183.6172","110044751466.625","219190039762.528","443415884530.253","607467458603.627","370442435249.156","288661521462.354","273500116412.755","348952298177.603","734845264019.63","889676043854.84","1578486559140.85","832483580056.73","567159886021.061","461375807524.153","902330995341.591","569208421862.68","624217129360.471","487884974771.936","838260804145.117","713699702779.305","603975071216.645","157321168696.834","535410040480.759","379661556028.907","682933064435.047","228372460929.092","-302859117539.701",
"Fragile and conflict affected situations","FCS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","688569999.6","694550000.10068","265599984.53911","341784999.595316","96138874.4116088","435463580.534878","82121246.6943395","114816658.919227","-129582797.560825","167764191.886526","-1328336626.53529","358918746.306109","595042323.364189","359910767.506755","355433565.962628","1230989559.80755","124851458.334122","847357444.458392","813363384.647057","2378058795.31459","1428267656.24189","3100979721.37352","2002654658.72768","2132109408.65695","3542695547.93416","2742822820.70187","4131577808.3563","8314864281.20536","6995981741.01944","5855063024.21824","7946720793.25344","6636070435.38954","6585831269.94772","10687453473.8708","9732305845.82716","23554646013.0983","23338444879.4061","39382660629.9789","42781266195.2797","31155028422.1056","35161658164.562","41171870958.7031","44786229232.8861","31502736993.641","17170409091.9379","21550791716.73","21357221184.5511","22399357123.8544","19160224408.1883","19356112124.2158","9898224677.02781","26559125353.6233","15060517683.4572","13293554335.0718",
"Finland","FIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","18000000","25000000","37000000","13000000","35000000","68270104.6169261","57984170.9085386","48060229.1996462","33797154.8324691","27528009.7492348","27949721.2814738","99646702.7266323","910574.132838514","84470656.84219","136184676.073096","112511585.51363","405308277.25387","273394061.108314","531741374.925324","490175830.765097","812172838.219176","-232904201.903945","396369713.714145","863526070.917893","277840045.043795","1450710446.10372","752969481.736254","2454075989.11364","12514915951.3826","7797795098.68143","13502068644.6076","3224710299.84937","8094575465.08978","5965369887.32256","6777097341.61981","10867806670.7033","4639183791.01376","21980490453.9879","19406654259.4436","-8826315342.10639","12221047445.4544","-6008929965.54386","4930356141.26224","-4959133088.96143","17544672687.0996","17579437753.2438","5228087258.97727","16909619226.7668","-10529085853.8372","16280099519.3449","-2535610877.45159","23579233204.9063","13095645412.5947","-260116463.672399",
"Fiji","FJI","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","6400000","6500000","8500000","15699999.9","14300000","14100000","7330000","17100000","12190000","10170587.689665","36334087.8249029","36249750.0550676","36827764.6420869","31946263.9704152","23314315.2854096","21672150.9326871","8032725.26446812","16159396.5014773","31602682.4990824","30606741.5730338","-30386755.8761797","-40188200.0532002","37791314.9836244","-3243015.35567771","-31281482.1138906","-22683100.2607253","-72186987.8144374","-60193603.1308986","20334035.1819074","-147083835.755537","591375.114626136","41301896.3502762","30672578.3302519","40310494.5421484","250597673.082846","172951928.727855","583975309.323135","464230334.109297","679220489.280091","308373711.003253","178091735.587235","217158525.728722","277313671.991809","243782754.036692","377869372.267012","205373209.116505","391619655.400882","387602565.305446","468861002.876235","322282826.115833","239380737.903611","409894560.465739","103581591.564163","28976170",
"France","FRA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","621212781.7","525655900","656666980.5","1125479246.6","1846644387.7","1563849883.25955","977422843.564051","1896159371.65279","2471468400.48404","2588309412.66379","3282773277.87031","2469631624.9973","1585298782.09975","1725670868.53761","2397989218.95718","2595492779.80055","3255870956.36327","5139716801.65678","8489906284.29327","10303924628.9084","13183285334.811","15152742089.8424","21839501253.074","20754044035.6782","15797125294.9865","23736300874.0228","21971888803.0024","23047924754.756","29518429032.2114","45971216472.0884","41389082664.7628","50142053918.8909","51550483853.8509","42350800678.3509","35608535812.8719","85137061931.2536","78957053786.1349","83777598395.4499","67997446904.9733","18422928061.9131","38889439213.3126","44205811126.5792","32944663317.8722","33461592993.8228","5063648998.48312","43133325471.3567","35623357280.0881","43733253503.8812","77493098693.2378","53499337503.7413","19368829836.4654","98012545019.1631","109574904464.643","8803377981.64788",
"Faroe Islands","FRO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20209300","","","","","","","","","",
"Gabon","GAB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-700000","15699999.9","17399999.9","15900000","79599999.9","166900000","38700000","34899999.9","56546282.4088442","55048465.0520873","31522217.0310212","54575942.022219","131738211.444365","111844131.911157","8124375.43113784","15091384.2509476","110249347.782176","89806044.8430393","132550733.915725","-30532121.0000975","73457901.5900881","-54589233.7944703","126940086.185977","-113715590.728322","-99602903.9968595","-195496960.295521","-285112515.098994","-114712203.811615","132605754.18622","89452781.6263726","278061231.967685","-100615451.014713","1160708.31013769","99666154.0233406","313970792.039638","326161877.897877","1379930","654808577.188853","693511288.988999","635674956.848352","523939106.191844","1123536918.98497","677327365.545557","324032442.445876","1263109047.12989","41707702.3264655","45300000","-83709000","-62928330","-33779110","","","","",
"United Kingdom","GBR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1487998811.68415","1771224349.2066","1207963191.18523","2722732319.90587","4373743379.63996","3318535789.63079","3006207709.47437","4426545753.96917","3787370849.09204","6469481160.44532","10122844315.8157","5879375698.17586","5413259759.41739","5178781725.93574","-347322544.783191","5476472897.18803","8569621721.76597","13074923701.8406","26430921298.4346","27108240789.3914","41363405438.8264","23244186242.4529","23011210833.6831","19686257926.6485","19561337402.3078","29129258040.8363","32412668835.2522","51311836383.8207","109817612847.493","129891584490.274","164130335444.123","56090924808.7938","89760582753.2235","36011240472.8341","87059621382.2838","252653397148.111","203636431868.244","209514959646.908","253454117907.322","14547108445.0914","66734551294.0913","27012050072.3452","46750789727.7264","54473175400.2415","58890445252.714","45333483122.0899","324813224213.021","125358809934.121","-25055440306.9073","19790761929.1276","157185559299.99","5055966700.84887","44897919400.6377","-89439143375.0189",
"Georgia","GEO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242500000","265300000","82300000","131466678.34","109871635.49","160398660.46","334891041.62","492732940.01","453107292.01","1171394522.25","1892093991.1","1602232455.97","660800885.27","920915812.73","1170087549.5","968196197.63","1046562195.15","1836879042.83","1735307118.63","1659824033.37","1930381394.76","1304024907.7","1397879177.29","544109653.92","1271256433.53","2286908991.66","2085707951.1",
"Ghana","GHA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","67799999.9","30600000","11500000","14400000","14270000","70869954.9990845","-18260969.9999066","19217479.3838501","9696236.56497192","-2800000","15600000","16263751.9999695","16300000","2400000","2000000","5600000","4300000","4700000","5000000","15000000","","","","","","106500000","120000000","81800000","167400000","243700000","165900000","89320000","58930000","136751000","139270000","144970000","636010000","1383177929.85458","2714916343.69978","2372540000","2527350000","3247588000","3294520000","3227000000","3363389444.44444","3192320530.7897","3485333369.27964","3254990000","2989035000","3879831469.7","1875782953.46906","2533586462.03873","1428411737.133","1319315614.67989",
"Gibraltar","GIB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","780000","1450000","870000","-700000","-1830000","630000","-520000","560000","-1310000","-400000","380000","700000","1110000","8400000","12850000","15680000","12330000","17860000","38770000","19690000","2720000","210000","769000","23774000","17301000","17810000","63452427","9942000","1677000","491270","78966000","","105000000","125000000","385900000","381880000","91030000","-101350000","956060000","605560000","189999.999999999","-73758603.6635933","53272458.4212994","1618447260.26485","577590000","352760000","44400000","176350000","197610000","658300000","1307980000",
"Gambia, The","GMB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","100000","1700000","1700000","1399999.9","1200000","100000","900000","-560000","2104763.22636564","12364861.5970649","280000","2009878.34170447","270000","-400000","-1700000","-500000","-1990000","1525217.66358355","1177623.96914136","13713834.3210935","","9270433.33943914","6323269.18631978","10741221.6768598","9716366.67037366","7729249.07225427","10655113.9800558","11666476.0379732","","","","","","18272720.342347","55526319.4407831","53650280.0190841","82208102.587765","78094820.9585794","70792382.3207138","39447343.7084005","37140887.8131734","36077136.0813735","41183457.7698366","68340322.378848","23014092.0424561","71976051.7034138","69830172.212844","64338516.0351372","81805006.5959045","71083305.8667937","189576190.794227","251822628.807366","231488000","208372222.211356",
"Guinea-Bissau","GNB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","-130000","","40000","","230000","","","0","0","2290000","1439999.9","820000","120000","680000","470000","","","","","","","977420","","","","","395613.596288615","3545253.68893724","4005503.68688217","1915633.35188715","8692468.08975684","17887123.5620828","18770117.49192","6630074.02775762","18890200","26240200","25024047.388377","6624917.19274534","19639703.7983811","28852727.6882278","18575499.4478127","23998591.3709028","15691197.9520896","20563818.2174004","71658680.3379902","20989721.6146962","18529723.3545946","21658003.8438931","257470",
"Equatorial Guinea","GNQ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","-20000","","","-180000","450000","520000","2169999.9","2439999.9","5629999.9","1679999.9","500000","890258.9696127","11073778.6647058","41324758.9335023","6018320.15756731","22301675.6350731","16995533.4921224","126924170.672485","376180404.220707","","","","","","","","","","","","","","","","","","","1266380","27659200","-26873020","-208841010","166025210","16501440","225183210","-687760","",
"Greece","GRC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","50000000","42000000","55000000","62000000","67000000","24000000","305000000","387000000","428000000","613000000","672000000","520000000","436000000","439000000","485000000","447000000","471000000","683000000","907000000","752000000","1005000000","1135000000","1144000000","977000000","981000000","1053000000","1058000000","984000000","-275600000","82701091.4183123","-8195469.28845516","2001266.56220201","34180546.5370639","1408086698.62351","2147927926.7584","688484256.649083","5411403362.23117","1957124444.19442","5733447473.24928","2766296835.47184","532926980.500431","1092191387.83039","1662090329.838","2945271844.68569","2697339246.05447","1268938505.86333","2698544612.16074","3439131879.75517","4025447788.57703","4999635989.53693","3303648833.22836","6132475888.3553","7947989003.13405","4722066764.49034",
"Grenada","GRD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","-100000","1400000","0","0","0","1900000","2500000","2800000","4111111.11111111","4481481.48148148","14722222.2222222","14981481.4814815","10481481.4814815","12874074.0740741","15274074.0740741","22581481.4814815","20248148.1481481","19311111.1111111","19977777.7777778","16962962.962963","33500000","48685185.1851852","41551851.8518519","57489395.5781315","89573443.4257733","77853769.5825333","99087992.4481011","126368484.200109","81610825.3572085","102721704.256899","165223965.032908","144428158.500629","108699954.353645","55654134.8196244","85923082.6467678","49813748.8307485","130377747.928619","83736824.3611111","154268835.19","109416203.750801","153278369.778148","185990696.386519","208615795.721605","141277504.944757","152223567.1965","156234559.259259","163816991.111111",
"Greenland","GRL","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","29399999.9","28600000","15900000","34799999.9","47399999.9","80000000","12500000","97500000","127200000","117000000","110700000","127100000","77100000","45000000","38000000","61800000","68800000","150200000","329900000","76200000","47700000","90700000","94100000","142500000","65200000","75200000","76900000","631400000","1346300000","924600000","-788600000","-936494410.38247","-1016996773.78154","19488617.59936","321400000","540000000","635300000","859200000","731386670","499821250","1102460180","876760590","1399819890","1522143500","1407555280","1203355080","845786560","998344470","922397870","1170758860","1004371660","3626364530","1450072830","1583156540",
"Guam","GUM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9000000","-2439999.9","2500000","8199999.9","1360000","800000","5009999.9","-1764705.88304498","4019999.9","588235.294348328","588235.294348328","-1777777.77840988","4433333.33481111","4733333.33491111","4489019.5194584","1810974.26891343","-9000000","4349999.9","2100000","-2060000","","354480","146610000","69540000","106690000","74420000","59000000","52000000","44000000","46000000","67100000","56000000","43600000","26100000","30000000","76800000","102400000","152400000","178000000","164000000","198000000","246800000","277910000","200558390","237750048.55","137700000","162654036.352959","327343651.21783","1180405596.06866","1695179887","1294482521.17088","2236503735.22896","440109966.139141","6900000",
"High income","HIC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","9291565073.98181","10891180619.9238","12433621668.1274","15603064874.3585","18942269014.0715","19632926468.0888","15678161354.8595","22205427922.23","27301974576.4326","34559087071.4971","45895788221.4678","57346557475.188","54587815457.8235","43860443591.8725","50666564853.8545","33470248641.7877","72278220409.3725","128330091536.137","147615929197.978","179527676077.427","267345806805.868","176249670713.58","163037578528.314","194044591320.703","223224268053.376","318269040926.49","310092723220.969","395881449921.166","645239492878.674","1044604190057.31","1430483047475.73","773361895325.563","603525409638.102","578610992575.766","831688077987.315","1300705591017.27","1826676056987.85","2743607425711.31","1918110168616.54","1095092263113.82","1257025408646.11","1724866276848.98","1427467137237.63","1462348925228.25","1387460169931.88","2183190695956.71","2208324661761.24","1777812052321.55","556803796830.409","1360696601577.63","867977334975.813","1686088245990.23","1295042266063.47","489365866920.233",
"Hong Kong SAR, China","HKG","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","49822078","59483393.5","110442097","271274584.7","153444422.9","377359617.8","255361829.7","273737273","477382649.1","648065889.9","710201409.3","2062785581.9","1236856767.6","1144127082.4","1287739696","-267220620.9","1888313589.9","6249829233.7","4978949480.4","2041094981.4","2448000000","2825000000","8254000000","17713000000","21437000000","25000000000","26530876000","24406800000","13939361335.8582","25355410569.0154","70495739305.8458","31291719644.6149","6747855220.81764","18567357065.2331","22194238604.966","40963127270.6954","44901793968.8764","62121011424.0703","67035187587.6672","54275707074.2543","82709142976.2978","96135081265.0953","74887135901.3219","76857453417.8737","129847455921.475","181047431127.246","133259182324.997","125716724339.795","97036255478.9459","58299361094.7774","117452284750.967","137191251277.419","122407913138.418","111109239723.332",
"Honduras","HND","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","8400000","7400000","3000000","6599999.9","-1149999.99976168","7000000","5250000","8900000","13150000","28200000","5800000","-3600000","13800000","21000000","20450000","27500000","30000000","38650000","48300000","51000000","43500000","52100000","47600000","26700000","34800000","50000000","90900000","121500000","99000000","237300000","349978000","309826700","287314900","390166272.910663","592120092.945897","601059572.180071","717591908.177829","966926354.327952","1200798087.04613","494497450.521717","607376418.071286","1042571020.7703","1081346795.58822","1069029263.15978","1704790710.03868","1316679827.33597","1147030449.99683","949955941.517779","1442587576.2096","955095297.980429","236016866.159637","800315953.182343","758286498.804818","1086111945.15352",
